seed,protocol,protocol_label,split,rectifier,rectifier_quantile_low,rectifier_quantile_high,rectifier_snap,rectifier_sdfilter,raw_c,rect_c,raw_j,rect_j,delta_j,raw_tpr,rect_tpr,delta_tpr,raw_tnr,rect_tnr,delta_tnr,raw_nonzero,rect_nonzero
78,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.7337461300309598,0.609907120743034,-0.1238390092879258,0.9705882352941176,0.7941176470588235,-0.17647058823529416,0.7631578947368421,0.8157894736842105,0.05263157894736836,9,11
78,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.45999999999999996,0.5466666666666666,0.08666666666666667,0.96,0.88,-0.07999999999999996,0.5,0.6666666666666666,0.16666666666666663,6,13
78,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.45999999999999996,0.5447619047619048,0.08476190476190482,0.96,0.9733333333333334,0.01333333333333342,0.5,0.5714285714285714,0.0714285714285714,6,8
78,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6314285714285715,0.6847619047619049,0.053333333333333455,0.8933333333333333,0.9466666666666667,0.053333333333333344,0.7380952380952381,0.7380952380952381,0.0,29,34
79,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6431888544891642,0.6811145510835912,0.037925696594427016,0.9852941176470589,0.9705882352941176,-0.014705882352941235,0.6578947368421053,0.7105263157894737,0.05263157894736836,8,13
79,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6057142857142859,0.6257142857142857,0.019999999999999796,0.9866666666666667,0.84,-0.14666666666666672,0.6190476190476191,0.7857142857142857,0.16666666666666663,9,12
79,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6057142857142859,0.677142857142857,0.07142857142857117,0.9866666666666667,0.9866666666666667,0.0,0.6190476190476191,0.6904761904761905,0.0714285714285714,9,7
79,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6876190476190476,0.7904761904761903,0.10285714285714276,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.7142857142857143,0.8571428571428571,0.1428571428571428,32,30
80,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6958204334365325,0.6021671826625385,-0.093653250773994,0.9852941176470589,0.9705882352941176,-0.014705882352941235,0.7105263157894737,0.631578947368421,-0.07894736842105265,9,12
80,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.700952380952381,0.6266666666666665,-0.07428571428571451,0.9866666666666667,0.96,-0.026666666666666727,0.7142857142857143,0.6666666666666666,-0.04761904761904767,6,12
80,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.700952380952381,0.7723809523809524,0.0714285714285714,0.9866666666666667,0.9866666666666667,0.0,0.7142857142857143,0.7857142857142857,0.0714285714285714,6,6
80,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.8200000000000001,0.8676190476190477,0.04761904761904767,0.9866666666666667,0.9866666666666667,0.0,0.8333333333333334,0.8809523809523809,0.04761904761904756,30,30
81,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6168730650154799,0.6284829721362231,0.011609907120743168,0.9852941176470589,0.9705882352941176,-0.014705882352941235,0.631578947368421,0.6578947368421053,0.026315789473684292,8,12
81,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6057142857142859,0.6400000000000001,0.03428571428571425,0.9866666666666667,0.9733333333333334,-0.013333333333333308,0.6190476190476191,0.6666666666666666,0.04761904761904756,10,13
81,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6057142857142859,0.7247619047619049,0.11904761904761907,0.9866666666666667,0.9866666666666667,0.0,0.6190476190476191,0.7380952380952381,0.11904761904761907,10,6
81,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6504761904761904,0.7904761904761903,0.1399999999999999,0.96,0.9333333333333333,-0.026666666666666616,0.6904761904761905,0.8571428571428571,0.16666666666666663,30,24
82,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6958204334365325,0.7190402476780187,0.023219814241486114,0.9852941176470589,0.9558823529411765,-0.02941176470588236,0.7105263157894737,0.7631578947368421,0.052631578947368474,6,12
82,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6504761904761904,0.660952380952381,0.010476190476190528,0.96,0.9466666666666667,-0.013333333333333308,0.6904761904761905,0.7142857142857143,0.023809523809523836,9,9
82,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6504761904761904,0.6638095238095238,0.01333333333333342,0.96,0.9733333333333334,0.01333333333333342,0.6904761904761905,0.6904761904761905,0.0,9,8
82,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6580952380952381,0.8780952380952383,0.2200000000000002,0.92,0.9733333333333334,0.053333333333333344,0.7380952380952381,0.9047619047619048,0.16666666666666663,33,30
83,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6168730650154799,0.5425696594427245,-0.07430340557275539,0.9852941176470589,0.7794117647058824,-0.20588235294117652,0.631578947368421,0.7631578947368421,0.13157894736842113,9,12
83,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6533333333333333,0.6580952380952381,0.004761904761904745,0.9866666666666667,0.92,-0.06666666666666665,0.6666666666666666,0.7380952380952381,0.07142857142857151,9,11
83,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6533333333333333,0.700952380952381,0.04761904761904767,0.9866666666666667,0.9866666666666667,0.0,0.6666666666666666,0.7142857142857143,0.04761904761904767,9,9
83,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7114285714285715,0.7933333333333334,0.08190476190476192,0.9733333333333334,0.96,-0.01333333333333342,0.7380952380952381,0.8333333333333334,0.09523809523809523,31,30
84,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.7337461300309598,0.651702786377709,-0.08204334365325083,0.9705882352941176,0.9411764705882353,-0.02941176470588236,0.7631578947368421,0.7105263157894737,-0.052631578947368474,8,10
84,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6266666666666665,0.7000000000000002,0.0733333333333337,0.96,0.8666666666666667,-0.09333333333333327,0.6666666666666666,0.8333333333333334,0.16666666666666674,9,12
84,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6266666666666665,0.7380952380952381,0.11142857142857165,0.96,1.0,0.040000000000000036,0.6666666666666666,0.7380952380952381,0.07142857142857151,9,7
84,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.56,0.8514285714285714,0.29142857142857137,0.8933333333333333,0.9466666666666667,0.053333333333333344,0.6666666666666666,0.9047619047619048,0.23809523809523814,32,28
85,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.7484520123839009,0.6602167182662539,-0.08823529411764697,0.9852941176470589,0.8970588235294118,-0.08823529411764708,0.7631578947368421,0.7631578947368421,0.0,8,11
85,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6876190476190476,0.7695238095238095,0.08190476190476192,0.9733333333333334,0.96,-0.01333333333333342,0.7142857142857143,0.8095238095238095,0.09523809523809523,8,11
85,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6876190476190476,0.8095238095238095,0.12190476190476196,0.9733333333333334,1.0,0.026666666666666616,0.7142857142857143,0.8095238095238095,0.09523809523809523,8,8
85,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7533333333333334,0.8885714285714286,0.13523809523809516,0.92,0.96,0.039999999999999925,0.8333333333333334,0.9285714285714286,0.09523809523809523,32,30
86,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6842105263157894,0.7422600619195046,0.058049535603715174,1.0,0.9264705882352942,-0.07352941176470584,0.6842105263157895,0.8157894736842105,0.13157894736842102,8,11
86,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.43619047619047624,0.6000000000000001,0.16380952380952385,0.96,0.9333333333333333,-0.026666666666666616,0.47619047619047616,0.6666666666666666,0.19047619047619047,7,12
86,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.43619047619047624,0.5923809523809525,0.1561904761904762,0.96,0.9733333333333334,0.01333333333333342,0.47619047619047616,0.6190476190476191,0.1428571428571429,7,6
86,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.43333333333333335,0.8647619047619046,0.4314285714285713,0.9333333333333333,0.96,0.026666666666666616,0.5,0.9047619047619048,0.40476190476190477,33,29
87,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6811145510835912,0.6571207430340558,-0.023993808049535437,0.9705882352941176,0.8676470588235294,-0.1029411764705882,0.7105263157894737,0.7894736842105263,0.07894736842105265,10,12
87,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.49714285714285733,0.637142857142857,0.13999999999999968,0.9733333333333334,0.9466666666666667,-0.026666666666666727,0.5238095238095238,0.6904761904761905,0.16666666666666663,7,11
87,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.49714285714285733,0.5952380952380953,0.09809523809523801,0.9733333333333334,1.0,0.026666666666666616,0.5238095238095238,0.5952380952380952,0.0714285714285714,7,5
87,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7219047619047618,0.7933333333333334,0.07142857142857162,0.96,0.96,0.0,0.7619047619047619,0.8333333333333334,0.07142857142857151,33,29
88,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.5348297213622293,0.5603715170278636,0.025541795665634304,0.9558823529411765,0.8235294117647058,-0.13235294117647067,0.5789473684210527,0.7368421052631579,0.1578947368421052,12,14
88,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.677142857142857,0.6447619047619049,-0.03238095238095218,0.9866666666666667,0.9066666666666666,-0.08000000000000007,0.6904761904761905,0.7380952380952381,0.04761904761904767,8,10
88,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.677142857142857,0.8304761904761904,0.15333333333333332,0.9866666666666667,0.9733333333333334,-0.013333333333333308,0.6904761904761905,0.8571428571428571,0.16666666666666663,8,9
88,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7247619047619049,0.7876190476190477,0.06285714285714272,0.9866666666666667,0.9066666666666666,-0.08000000000000007,0.7380952380952381,0.8809523809523809,0.1428571428571428,32,30
89,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.7105263157894737,0.5812693498452013,-0.12925696594427238,1.0,0.8970588235294118,-0.1029411764705882,0.7105263157894737,0.6842105263157895,-0.02631578947368418,7,11
89,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.5238095238095237,0.6152380952380954,0.09142857142857164,1.0,0.8533333333333334,-0.1466666666666666,0.5238095238095238,0.7619047619047619,0.23809523809523803,8,11
89,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.5238095238095237,0.6295238095238096,0.10571428571428587,1.0,0.9866666666666667,-0.013333333333333308,0.5238095238095238,0.6428571428571429,0.11904761904761907,8,6
89,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6904761904761905,0.8409523809523809,0.15047619047619043,1.0,0.96,-0.040000000000000036,0.6904761904761905,0.8809523809523809,0.19047619047619047,29,24
90,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.7863777089783281,0.7979876160990713,0.011609907120743168,0.9705882352941176,0.9558823529411765,-0.014705882352941124,0.8157894736842105,0.8421052631578947,0.02631578947368418,9,12
90,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.660952380952381,0.5809523809523811,-0.07999999999999985,0.9466666666666667,0.8666666666666667,-0.07999999999999996,0.7142857142857143,0.7142857142857143,0.0,9,11
90,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.660952380952381,0.8409523809523809,0.17999999999999994,0.9466666666666667,0.96,0.013333333333333308,0.7142857142857143,0.8809523809523809,0.16666666666666663,9,4
90,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7457142857142856,0.8514285714285714,0.10571428571428587,0.96,0.9466666666666667,-0.013333333333333308,0.7857142857142857,0.9047619047619048,0.11904761904761907,32,25
91,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6664086687306501,0.6896284829721364,0.023219814241486336,0.9558823529411765,0.9264705882352942,-0.02941176470588236,0.7105263157894737,0.7631578947368421,0.052631578947368474,10,12
91,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.5952380952380953,0.5466666666666666,-0.04857142857142871,1.0,0.88,-0.12,0.5952380952380952,0.6666666666666666,0.0714285714285714,7,12
91,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.5952380952380953,0.6666666666666665,0.07142857142857117,1.0,1.0,0.0,0.5952380952380952,0.6666666666666666,0.0714285714285714,7,7
91,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6638095238095238,0.8542857142857143,0.19047619047619047,0.9733333333333334,0.9733333333333334,0.0,0.6904761904761905,0.8809523809523809,0.19047619047619047,32,28
92,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6021671826625385,0.4821981424148607,-0.11996904024767785,0.9705882352941176,0.9558823529411765,-0.014705882352941124,0.631578947368421,0.5263157894736842,-0.10526315789473684,7,11
92,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6190476190476191,0.5523809523809524,-0.06666666666666665,1.0,0.9333333333333333,-0.06666666666666665,0.6190476190476191,0.6190476190476191,0.0,7,12
92,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6190476190476191,0.6666666666666665,0.04761904761904745,1.0,1.0,0.0,0.6190476190476191,0.6666666666666666,0.04761904761904756,7,7
92,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6638095238095238,0.7619047619047619,0.09809523809523801,0.9733333333333334,1.0,0.026666666666666616,0.6904761904761905,0.7619047619047619,0.0714285714285714,32,30
93,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6578947368421053,0.5696594427244581,-0.08823529411764719,1.0,0.9117647058823529,-0.08823529411764708,0.6578947368421053,0.6578947368421053,0.0,7,14
93,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.7114285714285715,0.7695238095238095,0.05809523809523798,0.9733333333333334,0.96,-0.01333333333333342,0.7380952380952381,0.8095238095238095,0.0714285714285714,8,13
93,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.7114285714285715,0.6533333333333333,-0.0580952380952382,0.9733333333333334,0.9866666666666667,0.013333333333333308,0.7380952380952381,0.6666666666666666,-0.07142857142857151,8,7
93,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7190476190476192,0.8780952380952383,0.1590476190476191,0.9333333333333333,0.9733333333333334,0.040000000000000036,0.7857142857142857,0.9047619047619048,0.11904761904761907,31,29
94,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.763157894736842,0.7306501547987616,-0.03250773993808043,1.0,0.9411764705882353,-0.05882352941176472,0.7631578947368421,0.7894736842105263,0.02631578947368418,7,10
94,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.5657142857142858,0.5333333333333332,-0.03238095238095262,0.9466666666666667,0.8666666666666667,-0.07999999999999996,0.6190476190476191,0.6666666666666666,0.04761904761904756,7,14
94,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.5657142857142858,0.677142857142857,0.11142857142857121,0.9466666666666667,0.9866666666666667,0.040000000000000036,0.6190476190476191,0.6904761904761905,0.0714285714285714,7,7
94,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7190476190476192,0.7561904761904761,0.03714285714285692,0.9333333333333333,0.9466666666666667,0.013333333333333308,0.7857142857142857,0.8095238095238095,0.023809523809523836,32,25
95,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.5201238390092879,0.6509287925696594,0.13080495356037147,0.9411764705882353,0.8088235294117647,-0.13235294117647056,0.5789473684210527,0.8421052631578947,0.26315789473684204,8,12
95,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.7114285714285715,0.559047619047619,-0.1523809523809525,0.9733333333333334,0.7733333333333333,-0.20000000000000007,0.7380952380952381,0.7857142857142857,0.04761904761904756,10,12
95,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.7114285714285715,0.8571428571428572,0.14571428571428569,0.9733333333333334,1.0,0.026666666666666616,0.7380952380952381,0.8571428571428571,0.11904761904761896,10,8
95,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7533333333333334,0.8647619047619046,0.11142857142857121,0.92,0.96,0.039999999999999925,0.8333333333333334,0.9047619047619048,0.0714285714285714,30,28
96,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6695046439628483,0.7043343653250775,0.03482972136222928,0.9852941176470589,0.9411764705882353,-0.044117647058823595,0.6842105263157895,0.7631578947368421,0.07894736842105265,6,10
96,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6666666666666665,0.6476190476190475,-0.01904761904761898,1.0,0.9333333333333333,-0.06666666666666665,0.6666666666666666,0.7142857142857143,0.04761904761904767,8,10
96,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6666666666666665,0.6295238095238096,-0.03714285714285692,1.0,0.9866666666666667,-0.013333333333333308,0.6666666666666666,0.6428571428571429,-0.023809523809523725,8,8
96,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7323809523809524,0.8780952380952383,0.1457142857142859,0.9466666666666667,0.9733333333333334,0.026666666666666727,0.7857142857142857,0.9047619047619048,0.11904761904761907,32,30
97,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.5464396284829722,0.7306501547987616,0.18421052631578938,0.9411764705882353,0.9411764705882353,0.0,0.6052631578947368,0.7894736842105263,0.1842105263157895,7,11
97,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.5714285714285714,0.4904761904761905,-0.08095238095238089,1.0,0.8,-0.19999999999999996,0.5714285714285714,0.6904761904761905,0.11904761904761907,8,10
97,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.5714285714285714,0.6504761904761904,0.07904761904761903,1.0,0.96,-0.040000000000000036,0.5714285714285714,0.6904761904761905,0.11904761904761907,8,6
97,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.5761904761904764,0.7295238095238097,0.15333333333333332,0.9333333333333333,0.92,-0.013333333333333308,0.6428571428571429,0.8095238095238095,0.16666666666666663,30,7
98,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.771671826625387,0.6718266253869969,-0.09984520123839014,0.9558823529411765,0.8823529411764706,-0.07352941176470595,0.8157894736842105,0.7894736842105263,-0.02631578947368418,7,15
98,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6295238095238096,0.49809523809523815,-0.13142857142857145,0.9866666666666667,0.76,-0.22666666666666668,0.6428571428571429,0.7380952380952381,0.09523809523809523,7,12
98,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6295238095238096,0.7666666666666666,0.137142857142857,0.9866666666666667,0.9333333333333333,-0.053333333333333344,0.6428571428571429,0.8333333333333334,0.19047619047619047,7,4
98,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6266666666666665,0.7533333333333334,0.12666666666666693,0.96,0.92,-0.039999999999999925,0.6666666666666666,0.8333333333333334,0.16666666666666674,33,23
99,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6168730650154799,0.678018575851393,0.06114551083591313,0.9852941176470589,0.9411764705882353,-0.044117647058823595,0.631578947368421,0.7368421052631579,0.10526315789473684,7,11
99,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6057142857142859,0.5657142857142858,-0.040000000000000036,0.9866666666666667,0.9466666666666667,-0.040000000000000036,0.6190476190476191,0.6190476190476191,0.0,7,11
99,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6057142857142859,0.6638095238095238,0.05809523809523798,0.9866666666666667,0.9733333333333334,-0.013333333333333308,0.6190476190476191,0.6904761904761905,0.0714285714285714,7,6
99,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.5419047619047619,0.7561904761904761,0.2142857142857142,0.9466666666666667,0.9466666666666667,0.0,0.5952380952380952,0.8095238095238095,0.2142857142857143,33,26
2345,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.640092879256966,0.6075851393188856,-0.03250773993808043,0.9558823529411765,0.8970588235294118,-0.05882352941176472,0.6842105263157895,0.7105263157894737,0.02631578947368418,8,13
2345,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6057142857142859,0.6704761904761904,0.06476190476190458,0.9866666666666667,0.8133333333333334,-0.17333333333333334,0.6190476190476191,0.8571428571428571,0.23809523809523803,9,12
2345,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6057142857142859,0.7142857142857144,0.10857142857142854,0.9866666666666667,1.0,0.013333333333333308,0.6190476190476191,0.7142857142857143,0.09523809523809523,9,5
2345,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6952380952380952,0.9047619047619047,0.20952380952380945,0.9333333333333333,1.0,0.06666666666666665,0.7619047619047619,0.9047619047619048,0.1428571428571429,32,29
